"You can change payment method after first delivery","Você pode alterar o meio de pagamento depois da primeira entrega"
"You have canceled","Você cancelou"
"You have no subscription payments yet.","Você não pagou nenhuma assinatura ainda."
"You have no subscriptions","Você não tem assinaturas"
"You have subscribed to","Você se inscreveu para"
"ZIP","CEP"
"Period type(s)","Tipo(s) período"
"Subscription Price","Preço Assinatura"
"First period price","Preço primeiro período"
"On subscription, move to group","Na assinatura, mova para grupo"
"On unsubscription/expiry, move to group","No cancelamento/expiração, mova para grupo"
"Shipping cost","Custo de envio"
"Allow guest subscriptions","Permitir assinaturas de convidados"
"Repeat each","Repetir cada"
"Expires After","Expira Depois de"
"Exclude Weekdays","Excluir Dias da Semana"
"Require payment before, days","Pagar antes, dias"
"Subscription Start","Início Assinatura"
"Subscription End","Final Assinatura"
"Next Payment","Próximo Pagamento"
"Next Delivery","Próxima Entrega"
"Subscription type","Tipo assinatura"
"Last order state","Último Estado do Pedido"
"Last Order Amount","Último Valor do Pedido"
"Subscribers list","Lista assinantes"
"Periodicity","Periodicidade"
"Subscriptions Alerts","Alertas Assinaturas"
"Downloadable subscription/recurring payment","Assinatura baixável/pagamento recorrente (1)"
"Configurable subscription/recurring payment","Assinatura configurável/pagamento recorrente"
"Grouped subscription/recurring payment","Assinatura agrupadaGrouped subscription/pagamento recorrente"
"Show \"Next payment\" column at customer account","Mostrar coluna \"Próximo pagamento\" na conta do cliente"
"Show \"Next delivery\" column at customer account","Mostrar coluna \"Próxima entrega\" na conta do cliente"
"Show \"Order amount\" column at customer account","Mostrar coluna \"Valor pedido\" na conta do cliente"
"Show \"Expire date\" column at customer account","Mostrar coluna \"Data expiração\" na conta do cliente"
"Activate on order status","Ativar no status do pedido"
"Alerts sender","Alertar remetente"
"No subsription","Sem assinatura"
"Delivery notice","Aviso entrega"
"Subscription from","Assinatura a partir de"
"Last order amount","Último valor do pedido"
"No subscription","Sem assinatura"
"Delivery Notice","Aviso Entrega"
"My subscriptions","Minhas assinaturas"
"My Subscriptions","Minhas Assinaturas"
"First Period Price","Preço Primeiro Período"
"This subscription isn\'t belong this customer!","Esta assinatura não pertence a este cliente!"
"Oops! Something going wrong and now you have suspended subscriptions.","Oops! Alguma coisa deu errado e agora você tem assinaturas suspensas."
"You have suspended subscriptions!","Você tem assinaturas suspenas!"
"Period must be more 0","Período deve ser maior que 0"
"Can not save period. %s","Não pode salvar período. %s"
"Selected start date for product '%s' is not valid for specified period","Data início selecionada para produto '%s' não é válida para o período especificado"
